linha;serie;clube_id;jogador_chave;clube;clube_curto;jogador;posicao;setor;forca;idade;valor_brl;pe;numero;nacionalidade;moral;energia;homonimo;no_patch;salario_semanal
1002;B;br_B_1134;br_B_1134|lucasdesouzacunha;Campineiro;Campineiro;Wagnão;ZAG;DEF;36;29;2550000;R;3;Brazil;70;100;;editado;33400
1003;B;br_B_1134;br_B_1134|kevysoncostaesilva;Campineiro;Campineiro;Matheus Freitas;LAE;DEF;34;22;2110000;L;32;Brazil;70;100;;editado;29200
1004;B;br_B_1134;br_B_1134|sergiopalacios;Campineiro;Campineiro;Juan López;ZAG;DEF;33;21;1910000;R;23;Colombia;70;100;;editado;27400
1005;B;br_B_1134;br_B_1134|marciogleysonleitedasilva;Campineiro;Campineiro;Leandro Monteiro;ZAG;DEF;31;25;1720000;L;44;Brazil;70;100;;editado;23800
1006;B;br_B_1134;br_B_1134|diogojosegoncalvesdasilva;Campineiro;Campineiro;Valdir Guimarães;GOL;GK;29;40;670000;R;12;Brazil;70;100;;editado;20600
1007;B;br_B_1134;br_B_1134|danilocarvalhobarcelos;Campineiro;Campineiro;Felipe Cardoso;LAE;DEF;29;34;1010000;L;14;Brazil;70;100;;editado;20600
1008;B;br_B_1134;br_B_1134|thalysvictormartinssena;Campineiro;Campineiro;Rodrigo Barbosa;LAD;DEF;29;26;1450000;R;22;Brazil;70;100;;editado;20600
1009;B;br_B_1134;br_B_1134|leonardodasilvagomes;Campineiro;Campineiro;Sebastião Correia;MC;MID;29;29;1350000;R;16;Brazil;70;100;;editado;20600
1010;B;br_B_1134;br_B_1134|viniciusferrariandreoli;Campineiro;Campineiro;Felipe Machado;GOL;GK;27;23;1150000;R;30;Brazil;70;100;;editado;17800
1011;B;br_B_1134;br_B_1134|guilhermevianasantana;Campineiro;Campineiro;Fabão;GOL;GK;27;22;1130000;R;1;Brazil;70;100;;editado;17800
1012;B;br_B_1134;br_B_1134|diegobarbosadeoliveiratavares;Campineiro;Campineiro;Ricardo Peixoto;LAD;DEF;27;35;790000;R;7;Brazil;70;100;;editado;17800
1013;B;br_B_1134;br_B_1134|guilhermemartinsferreira;Campineiro;Campineiro;Wellington Ribeiro;LAD;DEF;27;21;1100000;R;;Brazil;70;100;;editado;17800
1014;B;br_B_1134;br_B_1134|kawannkleberthrodriguesdecarvalhodesiderio;Campineiro;Campineiro;Fábio Santos;LAD;DEF;27;21;1100000;R;;Brazil;70;100;;editado;17800
1015;B;br_B_1134;br_B_1134|andredasilvalima;Campineiro;Campineiro;Wagner Costa;VOL;MID;27;26;1220000;R;8;Brazil;70;100;;editado;17800
1016;B;br_B_1134;br_B_1134|murilohenriquecavalcante;Campineiro;Campineiro;Robson Correia;VOL;MID;27;27;1240000;L;20;Brazil;70;100;;editado;17800
1017;B;br_B_1134;br_B_1134|rodrigodesouzafonseca;Campineiro;Campineiro;Tiago Ferreira;VOL;MID;27;38;630000;L;5;Brazil;70;100;;editado;17800
1018;B;br_B_1134;br_B_1134|elvisvieiraaraujo;Campineiro;Campineiro;Francisco Rocha;MEI;MID;27;35;790000;R;10;Brazil;70;100;;editado;17800
1019;B;br_B_1134;br_B_1134|diogoribeirodemora;Campineiro;Campineiro;Ricardo Nascimento;MEI;MID;27;24;1170000;L;;Brazil;70;100;;editado;17800
1020;B;br_B_1134;br_B_1134|diegoporfiriodasilva;Campineiro;Campineiro;Ricardo Melo;LAE;DEF;26;26;1100000;L;13;Brazil;70;100;;editado;16400
1021;B;br_B_1134;br_B_1134|felipemartins;Campineiro;Campineiro;Leonardo Ferreira;CA;ATT;26;22;1020000;R;;Brasil;70;100;;editado;16400
1022;B;br_B_1134;br_B_1134|wesleycarvalho;Campineiro;Campineiro;Cícero Oliveira;CA;ATT;25;24;950000;L;;Brasil;70;100;;editado;15000
1023;B;br_B_1134;br_B_1134|fabiosantos;Campineiro;Campineiro;José Ferreira;CA;ATT;25;20;870000;R;;Brasil;70;100;;editado;15000
1024;B;br_B_1134;br_B_1134|pedrocosta;Campineiro;Campineiro;Fernando Lima;CA;ATT;25;20;870000;R;;Brasil;70;100;;editado;15000
1025;B;br_B_1134;br_B_1134|wesleyrocha;Campineiro;Campineiro;André Bezerra;MC;MID;25;22;910000;R;;Brasil;70;100;;editado;15000
1026;B;br_B_1134;br_B_1134|wesleybarbosa;Campineiro;Campineiro;Antônio Santos;CA;ATT;24;20;820000;R;;Brasil;70;100;;editado;14000
1027;B;br_B_16439;br_B_16439|lucasfernandes;Tigre do ABC;Tigre do ABC;Vagner Cardoso;MEI;MID;34;28;2220000;R;31;Brazil;70;100;;editado;29200
1028;B;br_B_16439;br_B_16439|jemersondejesusnascimento;Tigre do ABC;Tigre do ABC;Otávio Tavares;ZAG;DEF;34;33;1690000;R;35;Brazil;70;100;;editado;29200
1029;B;br_B_16439;br_B_16439|hyorankauedalmoro;Tigre do ABC;Tigre do ABC;Robinho Peixoto;MEI;MID;34;33;1690000;R;42;Brazil;70;100;;editado;29200
1030;B;br_B_16439;br_B_16439|fabriciodanieldesouza;Tigre do ABC;Tigre do ABC;Elias Guimarães;PD;ATT;33;28;2040000;L;10;Brazil;70;100;;editado;27400
1031;B;br_B_16439;br_B_16439|joserodrigoandraderamos;Tigre do ABC;Tigre do ABC;Anderson Monteiro;VOL;MID;32;29;1780000;R;32;Brazil;70;100;;editado;25600
1032;B;br_B_16439;br_B_16439|augustodesouzasilva;Tigre do ABC;Tigre do ABC;Thiago Bezerra;ZAG;DEF;32;29;1780000;R;97;Brazil;70;100;;editado;25600
1033;B;br_B_16439;br_B_16439|rodrigoferreiradasilva;Tigre do ABC;Tigre do ABC;Paulo Vieira;LAD;DEF;32;31;1610000;R;2;Brazil;70;100;;editado;25600
1034;B;br_B_16439;br_B_16439|lucaseduardolimadasilva;Tigre do ABC;Tigre do ABC;Anderson Correia;VOL;MID;32;26;1920000;R;14;Brazil;70;100;;editado;25600
1035;B;br_B_16439;br_B_16439|romissonlinodossantos;Tigre do ABC;Tigre do ABC;Rafael Rodrigues;VOL;MID;32;29;1780000;R;17;Brazil;70;100;;editado;25600
1036;B;br_B_16439;br_B_16439|pedrogabrielpereiralopes;Tigre do ABC;Tigre do ABC;Otávio Freitas;PE;ATT;32;26;1920000;R;29;Brazil;70;100;;editado;25600
1037;B;br_B_16439;br_B_16439|pedrovitorferreiradasilva;Tigre do ABC;Tigre do ABC;Francisco Rodrigues;PE;ATT;32;28;1870000;L;11;Brazil;70;100;;editado;25600
1038;B;br_B_16439;br_B_16439|alexalvesdelima;Tigre do ABC;Tigre do ABC;Nathan Santos;GOL;GK;31;39;820000;R;1;Brazil;70;100;;editado;23800
1039;B;br_B_16439;br_B_16439|luizgustavooliveiradasilva;Tigre do ABC;Tigre do ABC;Leonardo Cavalcanti;ZAG;DEF;31;24;1680000;L;90;Brazil;70;100;;editado;23800
1040;B;br_B_16439;br_B_16439|guilhermeseefeldtkrolow;Tigre do ABC;Tigre do ABC;Alan Peixoto;VOL;MID;31;34;1220000;R;8;Brazil;70;100;;editado;23800
1041;B;br_B_16439;br_B_16439|matheusviniciusmatosnogueira;Tigre do ABC;Tigre do ABC;Gabriel Freitas;GOL;GK;30;28;1530000;R;40;Brazil;70;100;;editado;22000
1042;B;br_B_16439;br_B_16439|andersonferreiradasilva;Tigre do ABC;Tigre do ABC;Wellington Siqueira;LAE;DEF;30;30;1380000;L;6;Brazil;70;100;;editado;22000
1043;B;br_B_16439;br_B_16439|heldergomesmaciel;Tigre do ABC;Tigre do ABC;João Silva;ZAG;DEF;29;36;880000;R;3;Brazil;70;100;;editado;20600
1044;B;br_B_16439;br_B_16439|mariosergiovalerio;Tigre do ABC;Tigre do ABC;Maicon Santos;LAE;DEF;29;32;1150000;L;33;Brazil;70;100;;editado;20600
1045;B;br_B_16439;br_B_16439|eduardodasilvaalbuquerque;Tigre do ABC;Tigre do ABC;Diego Dias;MC;MID;29;26;1450000;R;26;Brazil;70;100;;editado;20600
1046;B;br_B_16439;br_B_16439|ocimardealmeidajunior;Tigre do ABC;Tigre do ABC;Thiago Siqueira;MC;MID;29;37;810000;R;30;Brazil;70;100;;editado;20600
1047;B;br_B_16439;br_B_16439|lucasriansantosoliveira;Tigre do ABC;Tigre do ABC;Lucas Lima;SA;ATT;27;26;1220000;R;7;Brazil;70;100;;editado;17800
1048;B;br_B_16439;br_B_16439|arnaldofranciscodacostaneto;Tigre do ABC;Tigre do ABC;Rodrigo Bezerra;CA;ATT;27;29;1130000;L;19;Brazil;70;100;;editado;17800
1049;B;br_B_16439;br_B_16439|danielamorimdiasdasilva;Tigre do ABC;Tigre do ABC;Everton Silva;CA;ATT;27;36;740000;R;89;Brazil;70;100;;editado;17800
1050;B;br_B_16439;br_B_16439|danieldavisimaoroque;Tigre do ABC;Tigre do ABC;Robinho Batista;CA;ATT;27;21;1100000;R;37;Brazil;70;100;;editado;17800
1051;B;br_B_16439;br_B_16439|lucasdossantosreis;Tigre do ABC;Tigre do ABC;Rodrigo Correia;CA;ATT;27;25;1190000;R;70;Brazil;70;100;;editado;17800
1052;B;br_B_8718;br_B_8718|joselucasgomesdasilva;Leão do Recife;Leão do Recife;Danilo Xavier;VOL;MID;37;18;2590000;R;58;Brazil;70;100;;editado;35800
1053;B;br_B_8718;br_B_8718|chrystianbarletta;Leão do Recife;Leão do Recife;Xexéu;PD;ATT;37;25;2990000;L;30;Brazil;70;100;;editado;35800
1054;B;br_B_8718;br_B_8718|joaosilva;Leão do Recife;Leão do Recife;Gonçalo Carvalho;ZAG;DEF;36;27;2800000;R;;Portugal;70;100;;editado;33400
1055;B;br_B_8718;br_B_8718|claudiocoelhosalvatico;Leão do Recife;Leão do Recife;Jonathan Carvalho;LAD;DEF;36;25;2700000;R;;Brazil;70;100;;editado;33400
1056;B;br_B_8718;br_B_8718|yagofelipedacostarocha;Leão do Recife;Leão do Recife;Leonardo Dias;MC;MID;36;31;2300000;R;7;Brazil;70;100;;editado;33400
1057;B;br_B_8718;br_B_8718|diegohernandez;Leão do Recife;Leão do Recife;Jefferson Vargas;PE;ATT;36;26;2750000;L;;Uruguay;70;100;;editado;33400
1058;B;br_B_8718;br_B_8718|carlosdepena;Leão do Recife;Leão do Recife;Cleitão;PE;ATT;36;34;1920000;L;10;Uruguay;70;100;;editado;33400
1059;B;br_B_8718;br_B_8718|marcelodaconceicaobenevenutomalaquias;Leão do Recife;Leão do Recife;Paulo Silva;ZAG;DEF;35;30;2160000;R;5;Brazil;70;100;;editado;31000
1060;B;br_B_8718;br_B_8718|andrefelipedealmeidasantos;Leão do Recife;Leão do Recife;Wesley Oliveira;LAE;DEF;35;29;2280000;L;60;Brazil;70;100;;editado;31000
1061;B;br_B_8718;br_B_8718|pedrohenriqueperotti;Leão do Recife;Leão do Recife;Vinícius Guimarães;CA;ATT;35;28;2390000;L;9;Brazil;70;100;;editado;31000
1062;B;br_B_8718;br_B_8718|thiagocoutowenceslau;Leão do Recife;Leão do Recife;Yuri Batista;GOL;GK;34;27;2320000;R;26;Brazil;70;100;;editado;29200
1063;B;br_B_8718;br_B_8718|habraaolincondonascimentosaraiva;Leão do Recife;Leão do Recife;Francisco Peixoto;ZAG;DEF;34;25;2240000;R;28;Brazil;70;100;;editado;29200
1064;B;br_B_8718;br_B_8718|claysonhenriquedasilvavieira;Leão do Recife;Leão do Recife;Vinícius Batista;PE;ATT;34;31;1900000;R;25;Brazil;70;100;;editado;29200
1065;B;br_B_8718;br_B_8718|iuryliriofreitasdecastilho;Leão do Recife;Leão do Recife;Wesley Correia;CA;ATT;34;30;2010000;R;95;Brazil;70;100;;editado;29200
1066;B;br_B_8718;br_B_8718|joserobertoassuncaodearaujofilho;Leão do Recife;Leão do Recife;Robinho Correia;CA;ATT;34;32;1800000;R;99;Brazil;70;100;;editado;29200
1067;B;br_B_8718;br_B_8718|marceloalexandreajul;Leão do Recife;Leão do Recife;Vagner Rocha;ZAG;DEF;32;23;1820000;R;3;Brazil;70;100;;editado;25600
1068;B;br_B_8718;br_B_8718|augustopuccidefreitas;Leão do Recife;Leão do Recife;Leandro Souza;LAD;DEF;32;18;1640000;R;68;Brazil;70;100;;editado;25600
1069;B;br_B_8718;br_B_8718|josegabrieldossantossilva;Leão do Recife;Leão do Recife;Ricardo Moreira;VOL;MID;32;27;1960000;R;23;Brazil;70;100;;editado;25600
1070;B;br_B_8718;br_B_8718|fabiomatheusribeirolima;Leão do Recife;Leão do Recife;Júlio Pereira;MC;MID;32;23;1820000;L;47;Brazil;70;100;;editado;25600
1071;B;br_B_8718;br_B_8718|luizgabrieldeoliveirafonseca;Leão do Recife;Leão do Recife;Anderson Pinto;MEI;MID;32;24;1850000;R;6;Brazil;70;100;;editado;25600
1072;B;br_B_8718;br_B_8718|gustavomaiadasilva;Leão do Recife;Leão do Recife;Ricardo Siqueira;PE;ATT;32;25;1890000;R;11;Brazil;70;100;;editado;25600
1073;B;br_B_8718;br_B_8718|marlondouglasdesalessilva;Leão do Recife;Leão do Recife;Wallace Moreira;PE;ATT;32;28;1870000;R;31;Brazil;70;100;;editado;25600
1074;B;br_B_8718;br_B_8718|hedhehallsrochadasilva;Leão do Recife;Leão do Recife;Vagner Barbosa;GOL;GK;31;27;1780000;R;1;Brazil;70;100;;editado;23800
1075;B;br_B_8718;br_B_8718|pedrovictormartinssilvacosta;Leão do Recife;Leão do Recife;Andrezinho;VOL;MID;31;26;1750000;R;48;Brazil;70;100;;editado;23800
1076;B;br_B_8718;br_B_8718|madsonferreiradossantos;Leão do Recife;Leão do Recife;Vinícius Almeida;LAD;DEF;30;34;1100000;R;13;Brazil;70;100;;editado;22000
1077;B;br_B_5677;br_B_5677|higormeritao;Colorado do Cerrado;Colorado do Cerrado;Wesley Santos;VOL;MID;36;32;2170000;L;21;Brazil;70;100;;editado;33400
1078;B;br_B_5677;br_B_5677|jandersonsantosdesouza;Colorado do Cerrado;Colorado do Cerrado;Fábio Tavares;PD;ATT;34;27;2320000;R;99;Brazil;70;100;;editado;29200
1079;B;br_B_5677;br_B_5677|willianmarlonferreiramoraes;Colorado do Cerrado;Colorado do Cerrado;Douglas Cardoso;VOL;MID;34;30;2010000;L;8;Brazil;70;100;;editado;29200
1080;B;br_B_5677;br_B_5677|joaopedrovieira;Colorado do Cerrado;Colorado do Cerrado;Igor Peixoto;VOL;MID;34;28;2220000;R;5;Brazil;70;100;;editado;29200
1081;B;br_B_5677;br_B_5677|ryanaparecidolimacassiano;Colorado do Cerrado;Colorado do Cerrado;Igor Rocha;PE;ATT;34;25;2240000;L;11;Brazil;70;100;;editado;29200
1082;B;br_B_5677;br_B_5677|andreluisdacostaalfredo;Colorado do Cerrado;Colorado do Cerrado;André Gomes;PD;ATT;33;29;1950000;L;7;Brazil;70;100;;editado;27400
1083;B;br_B_5677;br_B_5677|guilhermeaugustoalvesdellatorre;Colorado do Cerrado;Colorado do Cerrado;Waguinho;CA;ATT;33;34;1470000;R;49;Brazil;70;100;;editado;27400
1084;B;br_B_5677;br_B_5677|caiomarcelopinheirodasilva;Colorado do Cerrado;Colorado do Cerrado;Rodrigo Vieira;ZAG;DEF;32;28;1870000;L;38;Brazil;70;100;;editado;25600
1085;B;br_B_5677;br_B_5677|haynerwillianmonjardimcordeiro;Colorado do Cerrado;Colorado do Cerrado;Fábio Moreira;LAD;DEF;32;30;1700000;R;22;Brazil;70;100;;editado;25600
1086;B;br_B_5677;br_B_5677|rafaeldasilva;Colorado do Cerrado;Colorado do Cerrado;Marcos Silva;CA;ATT;32;34;1340000;R;9;Brazil;70;100;;editado;25600
1087;B;br_B_5677;br_B_5677|heltonleite;Colorado do Cerrado;Colorado do Cerrado;Matheusinho;GOL;GK;31;35;1140000;R;1;Brazil;70;100;;editado;23800
1088;B;br_B_5677;br_B_5677|tiagopagnussat;Colorado do Cerrado;Colorado do Cerrado;Wellington Vieira;ZAG;DEF;31;36;1060000;R;3;Brazil;70;100;;editado;23800
1089;B;br_B_5677;br_B_5677|igoraquinodasilva;Colorado do Cerrado;Colorado do Cerrado;Jonathan Rodrigues;LAE;DEF;31;33;1300000;L;16;Brazil;70;100;;editado;23800
1090;B;br_B_5677;br_B_5677|eduardodossantos;Colorado do Cerrado;Colorado do Cerrado;Leandro Ferreira;VOL;MID;31;24;1680000;R;15;Brazil;70;100;;editado;23800
1091;B;br_B_5677;br_B_5677|emersonlimafreitas;Colorado do Cerrado;Colorado do Cerrado;Eduardo Siqueira;PE;ATT;31;25;1720000;R;70;Brazil;70;100;;editado;23800
1092;B;br_B_5677;br_B_5677|andersondejesussantos;Colorado do Cerrado;Colorado do Cerrado;Lucas Nascimento;ZAG;DEF;30;31;1310000;R;14;Brazil;70;100;;editado;22000
1093;B;br_B_5677;br_B_5677|gabrielatilacardosodasilva;Colorado do Cerrado;Colorado do Cerrado;Tiago Almeida;GOL;GK;29;23;1370000;R;30;Brazil;70;100;;editado;20600
1094;B;br_B_5677;br_B_5677|higorluizdesouza;Colorado do Cerrado;Colorado do Cerrado;Nathan Ribeiro;LAE;DEF;29;21;1320000;L;6;Brazil;70;100;;editado;20600
1095;B;br_B_5677;br_B_5677|willianpradocamargo;Colorado do Cerrado;Colorado do Cerrado;Rodriguinho;LAE;DEF;29;31;1210000;L;13;Brazil;70;100;;editado;20600
1096;B;br_B_5677;br_B_5677|brunocesarxaviersislo;Colorado do Cerrado;Colorado do Cerrado;Samuel Martins;MEI;MID;29;29;1350000;L;33;Brazil;70;100;;editado;20600
1097;B;br_B_5677;br_B_5677|marcosgabrieldonascimento;Colorado do Cerrado;Colorado do Cerrado;Leonardo Lima;MEI;MID;29;35;950000;L;10;Brazil;70;100;;editado;20600
1098;B;br_B_5677;br_B_5677|gustavopuskaspinheirolemos;Colorado do Cerrado;Colorado do Cerrado;Valdir Siqueira;CA;ATT;28;18;1140000;R;19;Brazil;70;100;;editado;19200
1099;B;br_B_5677;br_B_5677|enzobizzottocosta;Colorado do Cerrado;Colorado do Cerrado;Paulo Cardoso;VOL;MID;27;23;1150000;R;18;Brazil;70;100;;editado;17800
1100;B;br_B_5677;br_B_5677|luizhenriquedemelosilva;Colorado do Cerrado;Colorado do Cerrado;Anderson Ribeiro;VOL;MID;27;21;1100000;R;;Brazil;70;100;;editado;17800
1101;B;br_B_5677;br_B_5677|caiquejesusdasilva;Colorado do Cerrado;Colorado do Cerrado;Leonardo Souza;CA;ATT;27;25;1190000;R;;Brazil;70;100;;editado;17800
1102;C;br_C_amazonas;br_C_amazonas|leocoelho;Onça Amazônica;Onça Amazônica;André Araújo;ZAG;DEF;24;30;810000;R;;Brasil;70;100;;editado;14000
1103;C;br_C_amazonas;br_C_amazonas|diegoivo;Onça Amazônica;Onça Amazônica;Everton Santos;ZAG;DEF;23;20;770000;R;;Brasil;70;100;;editado;13000
1104;C;br_C_amazonas;br_C_amazonas|pedrinho;Onça Amazônica;Onça Amazônica;Robson Tavares;MC;MID;23;21;780000;R;;Brasil;70;100;;editado;13000
1105;C;br_C_amazonas;br_C_amazonas|ignaciopanzariello;Onça Amazônica;Onça Amazônica;Gabriel Guimarães;VOL;MID;23;23;820000;R;;Brasil;70;100;;editado;13000
1106;C;br_C_amazonas;br_C_amazonas|rafaeltavaraes;Onça Amazônica;Onça Amazônica;Yuri Araújo;VOL;MID;23;32;680000;R;;Brasil;70;100;;editado;13000
1107;C;br_C_amazonas;br_C_amazonas|jhonnylucas;Onça Amazônica;Onça Amazônica;Denilson Cavalcanti;MC;MID;23;22;800000;R;;Brasil;70;100;;editado;13000
1108;C;br_C_amazonas;br_C_amazonas|viniciusleite;Onça Amazônica;Onça Amazônica;Sebastião Pinto;PD;ATT;23;27;880000;R;;Brasil;70;100;;editado;13000
1109;C;br_C_amazonas;br_C_amazonas|axel;Onça Amazônica;Onça Amazônica;Tiago Oliveira;GOL;GK;22;20;720000;R;;Brasil;70;100;;editado;12000
1110;C;br_C_amazonas;br_C_amazonas|yaidermena;Onça Amazônica;Onça Amazônica;Hugo Moreira;VOL;MID;22;25;790000;R;;Brasil;70;100;;editado;12000
1111;C;br_C_amazonas;br_C_amazonas|fabinho;Onça Amazônica;Onça Amazônica;Gabriel Tavares;MC;MID;22;33;600000;R;;Brasil;70;100;;editado;12000
1112;C;br_C_amazonas;br_C_amazonas|bernardopaias;Onça Amazônica;Onça Amazônica;Paulo Guimarães;MEI;MID;22;25;790000;R;;Brasil;70;100;;editado;12000
1113;C;br_C_amazonas;br_C_amazonas|renan;Onça Amazônica;Onça Amazônica;Alaninho;GOL;GK;21;26;750000;R;;Brasil;70;100;;editado;11000
1114;C;br_C_amazonas;br_C_amazonas|alyson;Onça Amazônica;Onça Amazônica;Márcio Pinto;LAD;DEF;21;32;590000;R;;Brasil;70;100;;editado;11000
1115;C;br_C_amazonas;br_C_amazonas|italo;Onça Amazônica;Onça Amazônica;Alan Moreira;ZAG;DEF;20;21;620000;R;;Brasil;70;100;;editado;10000
1116;C;br_C_amazonas;br_C_amazonas|rafaelfurlan;Onça Amazônica;Onça Amazônica;Tiago Freitas;LAD;DEF;20;31;570000;R;;Brasil;70;100;;editado;10000
1117;C;br_C_amazonas;br_C_amazonas|leoguerra;Onça Amazônica;Onça Amazônica;Jean Cardoso;CA;ATT;20;22;640000;R;;Brasil;70;100;;editado;10000
1118;C;br_C_amazonas;br_C_amazonas|ronaldohenrique;Onça Amazônica;Onça Amazônica;Robinho Nunes;PE;ATT;20;32;540000;R;;Brasil;70;100;;editado;10000
1119;C;br_C_amazonas;br_C_amazonas|nicolasschiappacasse;Onça Amazônica;Onça Amazônica;Vitor Carvalho;CA;ATT;20;29;640000;R;;Brasil;70;100;;editado;10000
1120;C;br_C_amazonas;br_C_amazonas|rafaelvitor;Onça Amazônica;Onça Amazônica;Igor Tavares;LAE;DEF;19;33;470000;R;;Brasil;70;100;;editado;9200
1121;C;br_C_amazonas;br_C_amazonas|patricionunez;Onça Amazônica;Onça Amazônica;Antônio Xavier;MEI;MID;19;25;630000;R;;Brasil;70;100;;editado;9200
1122;C;br_C_anapolisgo;br_C_anapolisgo|mila;Tricolor do Planalto;Tricolor do Planalto;Robson Siqueira;MEI;MID;24;25;910000;R;;Brasil;70;100;;editado;14000
1123;C;br_C_anapolisgo;br_C_anapolisgo|gabrielbatista;Tricolor do Planalto;Tricolor do Planalto;Igor Santos;MC;MID;24;20;820000;R;;Brasil;70;100;;editado;14000
1124;C;br_C_anapolisgo;br_C_anapolisgo|fernandoviana;Tricolor do Planalto;Tricolor do Planalto;Samuel Costa;CA;ATT;24;30;810000;R;;Brasil;70;100;;editado;14000
1125;C;br_C_anapolisgo;br_C_anapolisgo|ravelpelegrini;Tricolor do Planalto;Tricolor do Planalto;Everton Almeida;GOL;GK;23;31;720000;R;;Brasil;70;100;;editado;13000
1126;C;br_C_anapolisgo;br_C_anapolisgo|kauanmartins;Tricolor do Planalto;Tricolor do Planalto;Weltinho;ZAG;DEF;23;22;800000;R;;Brasil;70;100;;editado;13000
1127;C;br_C_anapolisgo;br_C_anapolisgo|gustavohenrique;Tricolor do Planalto;Tricolor do Planalto;Bruno Oliveira;SA;ATT;23;22;800000;R;;Brasil;70;100;;editado;13000
1128;C;br_C_anapolisgo;br_C_anapolisgo|gonzalofornari;Tricolor do Planalto;Tricolor do Planalto;Carlos Gomes;CA;ATT;21;27;760000;L;;Brasil;70;100;;editado;11000
1129;C;br_C_anapolisgo;br_C_anapolisgo|kaik;Tricolor do Planalto;Tricolor do Planalto;Renato Teixeira;PD;ATT;21;22;690000;R;;Brasil;70;100;;editado;11000
1130;C;br_C_anapolisgo;br_C_anapolisgo|lucasmilla;Tricolor do Planalto;Tricolor do Planalto;Leandro Correia;VOL;MID;20;25;670000;R;;Brasil;70;100;;editado;10000
1131;C;br_C_anapolisgo;br_C_anapolisgo|leonan;Tricolor do Planalto;Tricolor do Planalto;Matheus Pereira;ZAG;DEF;19;25;630000;L;;Brasil;70;100;;editado;9200
1132;C;br_C_anapolisgo;br_C_anapolisgo|robson;Tricolor do Planalto;Tricolor do Planalto;Hugo Costa;ZAG;DEF;18;29;550000;R;;Brasil;70;100;;editado;8400
1133;C;br_C_anapolisgo;br_C_anapolisgo|kaikvicoza;Tricolor do Planalto;Tricolor do Planalto;Cícero Peixoto;LAD;DEF;18;32;460000;L;;Brasil;70;100;;editado;8400
1134;C;br_C_anapolisgo;br_C_anapolisgo|carioca;Tricolor do Planalto;Tricolor do Planalto;Wellington Rocha;LAE;DEF;18;20;520000;L;;Brasil;70;100;;editado;8400
1135;C;br_C_anapolisgo;br_C_anapolisgo|lucaskallyel;Tricolor do Planalto;Tricolor do Planalto;Tiago Moreira;MC;MID;18;28;570000;R;;Brasil;70;100;;editado;8400
1136;C;br_C_anapolisgo;br_C_anapolisgo|matheuslagoa;Tricolor do Planalto;Tricolor do Planalto;José Silva;VOL;MID;18;25;580000;L;;Brasil;70;100;;editado;8400
1137;C;br_C_anapolisgo;br_C_anapolisgo|joaovitor;Tricolor do Planalto;Tricolor do Planalto;Thiago Cavalcanti;PE;ATT;18;31;490000;R;;Brasil;70;100;;editado;8400
1138;C;br_C_anapolisgo;br_C_anapolisgo|victorhugo;Tricolor do Planalto;Tricolor do Planalto;José Barbosa;GOL;GK;17;28;530000;R;;Brasil;70;100;;editado;7600
1139;C;br_C_anapolisgo;br_C_anapolisgo|fernandopaiva;Tricolor do Planalto;Tricolor do Planalto;Brunão;MEI;MID;17;30;480000;R;;Brasil;70;100;;editado;7600
1140;C;br_C_anapolisgo;br_C_anapolisgo|paulosantos;Tricolor do Planalto;Tricolor do Planalto;Danilo Guimarães;ZAG;DEF;17;22;500000;R;;Brasil;70;100;;editado;7600
1141;C;br_C_anapolisgo;br_C_anapolisgo|jorgerodrigues;Tricolor do Planalto;Tricolor do Planalto;Vitor Tavares;ZAG;DEF;17;23;510000;R;;Brasil;70;100;;editado;7600
1142;C;br_C_barra;br_C_barra|jeanpierre;Pescador Catarinense;Pescador Catarinense;Wagner Souza;LAD;DEF;23;25;850000;R;;Brasil;70;100;;editado;13000
1143;C;br_C_barra;br_C_barra|joserivas;Pescador Catarinense;Pescador Catarinense;Jean Tavares;LAE;DEF;23;20;770000;R;;Brasil;70;100;;editado;13000
1144;C;br_C_barra;br_C_barra|kayque;Pescador Catarinense;Pescador Catarinense;Hugo Bezerra;ZAG;DEF;23;28;840000;L;;Brasil;70;100;;editado;13000
1145;C;br_C_barra;br_C_barra|pericles;Pescador Catarinense;Pescador Catarinense;Vagner Xavier;VOL;MID;23;27;880000;R;;Brasil;70;100;;editado;13000
1146;C;br_C_barra;br_C_barra|marcelinho;Pescador Catarinense;Pescador Catarinense;Francisco Moreira;PE;ATT;23;20;770000;R;;Brasil;70;100;;editado;13000
1147;C;br_C_barra;br_C_barra|evertonalemao;Pescador Catarinense;Pescador Catarinense;Júlio Monteiro;ZAG;DEF;22;20;720000;R;;Brasil;70;100;;editado;12000
1148;C;br_C_barra;br_C_barra|gabrielsilva;Pescador Catarinense;Pescador Catarinense;Matheus Santos;PD;ATT;22;29;750000;R;;Brasil;70;100;;editado;12000
1149;C;br_C_barra;br_C_barra|fabio;Pescador Catarinense;Pescador Catarinense;Adriano Rodrigues;ZAG;DEF;21;27;760000;R;;Brasil;70;100;;editado;11000
1150;C;br_C_barra;br_C_barra|barba;Pescador Catarinense;Pescador Catarinense;Cadu;VOL;MID;21;30;660000;R;;Brasil;70;100;;editado;11000
1151;C;br_C_barra;br_C_barra|pablogabriel;Pescador Catarinense;Pescador Catarinense;Gustavo Vieira;MEI;MID;21;22;690000;R;;Brasil;70;100;;editado;11000
1152;C;br_C_barra;br_C_barra|nicolas;Pescador Catarinense;Pescador Catarinense;Adriano Costa;CA;ATT;21;27;760000;R;;Brasil;70;100;;editado;11000
